Organisatie_Codes;Proces_Instantie_Codes;Project_Code;Meetobject_Code;Geografie_Datum;Geografie_Notatie;Geografie_Vorm;Ecotoop_Codes;Collectie_DatumTijd;Collectie_Referentie;Meetset_Nummer;Meetpakket_Code;Doelstelling_Code;Verrichting_Methoden;Compartiment_Code;Meting_DatumTijd;Meting_Correlatie;Grootheid_Code;Parameter_Type;Parameter_Specificatie;Parameter_Kenmerken;Notitie_Code;Limiet_Symbool;Waarde_Gemeten;Eenheid_Gemeten;Waarde_Berekend;Classificatie_Code;Eenheid_Berekend;Status_Code
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0443;EPSG:28992;WKT;POINT(83839 409672);;	14-07-2009 13:03;2009RWSWOP40409;8790069;MA.BD;MT;OM=WOP_007;OW;	14-07-2009 13:03:00;;BEDKG;MACAG;Enteromorpha;;;;	0.100;%;	0.100;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0444;EPSG:28992;WKT;POINT(84905 411792);;	14-07-2009 14:19;2009RWSWOP40410;8790080;MA.BD;MT;OM=WOP_007;OW;	14-07-2009 14:19:00;;BEDKG;MACAG;Enteromorpha;;;;	1.000;%;	1.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0445;EPSG:28992;WKT;POINT(84897 412008);;	14-07-2009 14:32;2009RWSWOP40411;8790090;MA.BD;MT;OM=WOP_007;OW;	14-07-2009 14:32:00;;BEDKG;MACAG;Enteromorpha;;;;	1.000;%;	1.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0446;EPSG:28992;WKT;POINT(85107 411994);;	14-07-2009 14:41;2009RWSWOP40412;8790100;MA.BD;MT;OM=WOP_007;OW;	14-07-2009 14:41:00;;BEDKG;MACAG;Enteromorpha;;;;	10.000;%;	10.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0447;EPSG:28992;WKT;POINT(85102 411793);;	14-07-2009 14:13;2009RWSWOP40413;8790111;MA.BD;MT;OM=WOP_007;OW;	14-07-2009 14:13:00;;BEDKG;MACAG;Enteromorpha;;;;	0.100;%;	0.100;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0448;EPSG:28992;WKT;POINT(85389 412062);;	14-07-2009 15:02;2009RWSWOP40414;8790120;MA.BD;MT;OM=WOP_007;OW;	14-07-2009 15:02:00;;BEDKG;MACAG;Enteromorpha;;;;	5.000;%;	5.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0450;EPSG:28992;WKT;POINT(85589 412252);;	14-07-2009 15:24;2009RWSWOP40416;8790139;MA.BD;MT;OM=WOP_007;OW;	14-07-2009 15:24:00;;BEDKG;MACAG;Enteromorpha;;;;	2.000;%;	2.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0451;EPSG:28992;WKT;POINT(85657 412102);;	14-07-2009 15:43;2009RWSWOP40417;8790149;MA.BD;MT;OM=WOP_007;OW;	14-07-2009 15:43:00;;BEDKG;MACAG;Enteromorpha;;;;	10.000;%;	10.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0456;EPSG:28992;WKT;POINT(79870 406714);;	14-07-2009 11:46;2009RWSWOP40418;8790161;MA.BD;MT;OM=WOP_007;OW;	14-07-2009 11:46:00;;BEDKG;MACAG;Enteromorpha;;;;	2.000;%;	2.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0412;EPSG:28992;WKT;POINT(71927 408356);;	21-06-2010 14:51;2010RWSWOP41619;8800449;MA.BD;MT;OM=WOP_008;OW;	21-06-2010 14:51:00;;BEDKG;MACAG;Enteromorpha;;;;	1.000;%;	1.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0414;EPSG:28992;WKT;POINT(72039 408107);;	21-06-2010 15:41;2010RWSWOP41620;8800461;MA.BD;MT;OM=WOP_008;OW;	21-06-2010 15:41:00;;BEDKG;MACAG;Enteromorpha;;;;	2.000;%;	2.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0415;EPSG:28992;WKT;POINT(71834 408458);;	21-06-2010 14:43;2010RWSWOP41621;8800472;MA.BD;MT;OM=WOP_008;OW;	21-06-2010 14:43:00;;BEDKG;MACAG;Enteromorpha;;;;	1.000;%;	1.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0484;EPSG:28992;WKT;POINT(71702 408009);;	21-06-2010 16:08;2010RWSWOP41622;8800481;MA.BD;MT;OM=WOP_008;OW;	21-06-2010 16:08:00;;BEDKG;MACAG;Enteromorpha;;;;	5.000;%;	5.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0486;EPSG:28992;WKT;POINT(71906 408194);;	21-06-2010 15:37;2010RWSWOP41624;8800499;MA.BD;MT;OM=WOP_008;OW;	21-06-2010 15:37:00;;BEDKG;MACAG;Enteromorpha;;;;	1.000;%;	1.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0487;EPSG:28992;WKT;POINT(71718 407884);;	21-06-2010 16:29;2010RWSWOP41625;8800509;MA.BD;MT;OM=WOP_008;OW;	21-06-2010 16:29:00;;BEDKG;MACAG;Enteromorpha;;;;	5.000;%;	5.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0344;EPSG:28992;WKT;POINT(74660 406868);;	22-06-2010 10:24;2010RWSWOP41670;8800959;MA.BD;MT;OM=WOP_008;OW;	22-06-2010 10:24:00;;BEDKG;MACAG;Enteromorpha;;;;	0.100;%;	0.100;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0348;EPSG:28992;WKT;POINT(75068 407098);;	22-06-2010 10:39;2010RWSWOP41674;8800995;MA.BD;MT;OM=WOP_008;OW;	22-06-2010 10:39:00;;BEDKG;MACAG;Enteromorpha;;;;	0.100;%;	0.100;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0350;EPSG:28992;WKT;POINT(75266 407294);;	22-06-2010 11:29;2010RWSWOP41676;8801013;MA.BD;MT;OM=WOP_008;OW;	22-06-2010 11:29:00;;BEDKG;MACAG;Enteromorpha;;;;	0.100;%;	0.100;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0351;EPSG:28992;WKT;POINT(75254 407109);;	22-06-2010 10:50;2010RWSWOP41677;8801022;MA.BD;MT;OM=WOP_008;OW;	22-06-2010 10:50:00;;BEDKG;MACAG;Enteromorpha;;;;	0.100;%;	0.100;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0352;EPSG:28992;WKT;POINT(76495 407301);;	22-06-2010 11:54;2010RWSWOP41678;8801033;MA.BD;MT;OM=WOP_008;OW;	22-06-2010 11:54:00;;BEDKG;MACAG;Enteromorpha;;;;	0.100;%;	0.100;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0356;EPSG:28992;WKT;POINT(77382 407445);;	22-06-2010 13:38;2010RWSWOP41682;8801068;MA.BD;MT;OM=WOP_008;OW;	22-06-2010 13:38:00;;BEDKG;MACAG;Enteromorpha;;;;	1.000;%;	1.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0358;EPSG:28992;WKT;POINT(77579 407646);;	22-06-2010 14:22;2010RWSWOP41684;8801088;MA.BD;MT;OM=WOP_008;OW;	22-06-2010 14:22:00;;BEDKG;MACAG;Enteromorpha;;;;	5.000;%;	5.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0359;EPSG:28992;WKT;POINT(77576 407452);;	22-06-2010 13:47;2010RWSWOP41685;8801099;MA.BD;MT;OM=WOP_008;OW;	22-06-2010 13:47:00;;BEDKG;MACAG;Enteromorpha;;;;	1.000;%;	1.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0413;EPSG:28992;WKT;POINT(71693 408636);;	22-06-2010 16:33;2010RWSWOP41686;8801111;MA.BD;MT;OM=WOP_008;OW;	22-06-2010 16:33:00;;BEDKG;MACAG;Enteromorpha;;;;	0.100;%;	0.100;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0420;EPSG:28992;WKT;POINT(74199 407906);;	22-06-2010 09:00;2010RWSWOP41687;8801125;MA.BD;MT;OM=WOP_008;OW;	22-06-2010 09:00:00;;BEDKG;MACAG;Enteromorpha;;;;	1.000;%;	1.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0421;EPSG:28992;WKT;POINT(74200 408108);;	22-06-2010 09:18;2010RWSWOP41688;8801136;MA.BD;MT;OM=WOP_008;OW;	22-06-2010 09:18:00;;BEDKG;MACAG;Enteromorpha;;;;	1.000;%;	1.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0423;EPSG:28992;WKT;POINT(74400 407893);;	22-06-2010 09:35;2010RWSWOP41690;8801157;MA.BD;MT;OM=WOP_008;OW;	22-06-2010 09:35:00;;BEDKG;MACAG;Enteromorpha;;;;	1.000;%;	1.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0428;EPSG:28992;WKT;POINT(75347 406895);;	22-06-2010 11:14;2010RWSWOP41691;8801167;MA.BD;MT;OM=WOP_008;OW;	22-06-2010 11:14:00;;BEDKG;MACAG;Enteromorpha;;;;	1.000;%;	1.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0429;EPSG:28992;WKT;POINT(75399 407072);;	22-06-2010 11:02;2010RWSWOP41692;8801177;MA.BD;MT;OM=WOP_008;OW;	22-06-2010 11:02:00;;BEDKG;MACAG;Enteromorpha;;;;	1.000;%;	1.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0432;EPSG:28992;WKT;POINT(76508 407800);;	22-06-2010 12:32;2010RWSWOP41693;8801187;MA.BD;MT;OM=WOP_008;OW;	22-06-2010 12:32:00;;BEDKG;MACAG;Enteromorpha;;;;	0.100;%;	0.100;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0431;EPSG:28992;WKT;POINT(75583 406882);;	29-06-2010 13:36;2010RWSWOP42130;8805205;MA.BD;MT;OM=WOP_008;OW;	29-06-2010 13:36:00;;BEDKG;MACAG;Enteromorpha;;;;	2.000;%;	2.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0433;EPSG:28992;WKT;POINT(76504 408000);;	29-06-2010 14:26;2010RWSWOP42131;8805215;MA.BD;MT;OM=WOP_008;OW;	29-06-2010 14:26:00;;BEDKG;MACAG;Enteromorpha;;;;	2.000;%;	2.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0434;EPSG:28992;WKT;POINT(76705 408004);;	29-06-2010 14:12;2010RWSWOP42132;8805225;MA.BD;MT;OM=WOP_008;OW;	29-06-2010 14:12:00;;BEDKG;MACAG;Enteromorpha;;;;	5.000;%;	5.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0572;EPSG:28992;WKT;POINT(74245 390498);;	01-07-2010 12:10;2010RWSWOP42470;8808331;MA.BD;MT;OM=WOP_008;OW;	01-07-2010 12:10:00;;BEDKG;MACAG;Enteromorpha;;;;	0.100;%;	0.100;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0588;EPSG:28992;WKT;POINT(74284 390251);;	01-07-2010 12:24;2010RWSWOP42471;8808339;MA.BD;MT;OM=WOP_008;OW;	01-07-2010 12:24:00;;BEDKG;MACAG;Enteromorpha;;;;	1.000;%;	1.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0589;EPSG:28992;WKT;POINT(74228 390115);;	01-07-2010 12:44;2010RWSWOP42472;8808348;MA.BD;MT;OM=WOP_008;OW;	01-07-2010 12:44:00;;BEDKG;MACAG;Enteromorpha;;;;	0.100;%;	0.100;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0590;EPSG:28992;WKT;POINT(74217 389802);;	01-07-2010 13:42;2010RWSWOP42473;8808357;MA.BD;MT;OM=WOP_008;OW;	01-07-2010 13:42:00;;BEDKG;MACAG;Enteromorpha;;;;	1.000;%;	1.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0595;EPSG:28992;WKT;POINT(74464 390325);;	01-07-2010 12:14;2010RWSWOP42474;8808368;MA.BD;MT;OM=WOP_008;OW;	01-07-2010 12:14:00;;BEDKG;MACAG;Enteromorpha;;;;	1.000;%;	1.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0596;EPSG:28992;WKT;POINT(74351 390148);;	01-07-2010 12:31;2010RWSWOP42475;8808377;MA.BD;MT;OM=WOP_008;OW;	01-07-2010 12:31:00;;BEDKG;MACAG;Enteromorpha;;;;	1.000;%;	1.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0598;EPSG:28992;WKT;POINT(74308 389919);;	01-07-2010 13:20;2010RWSWOP42476;8808387;MA.BD;MT;OM=WOP_008;OW;	01-07-2010 13:20:00;;BEDKG;MACAG;Enteromorpha;;;;	1.000;%;	1.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0599;EPSG:28992;WKT;POINT(74338 389684);;	01-07-2010 13:46;2010RWSWOP42477;8808396;MA.BD;MT;OM=WOP_008;OW;	01-07-2010 13:46:00;;BEDKG;MACAG;Enteromorpha;;;;	2.000;%;	2.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0600;EPSG:28992;WKT;POINT(74367 389418);;	01-07-2010 14:11;2010RWSWOP42478;8808408;MA.BD;MT;OM=WOP_008;OW;	01-07-2010 14:11:00;;BEDKG;MACAG;Enteromorpha;;;;	1.000;%;	1.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0574;EPSG:28992;WKT;POINT(75333 390805);;	02-07-2010 11:16;2010RWSWOP42525;8808889;MA.BD;MT;OM=WOP_008;OW;	02-07-2010 11:16:00;;BEDKG;MACAG;Enteromorpha;;;;	0.100;%;	0.100;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0575;EPSG:28992;WKT;POINT(75506 390796);;	02-07-2010 11:22;2010RWSWOP42526;8808899;MA.BD;MT;OM=WOP_008;OW;	02-07-2010 11:22:00;;BEDKG;MACAG;Enteromorpha;;;;	0.100;%;	0.100;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0576;EPSG:28992;WKT;POINT(75678 390732);;	02-07-2010 12:14;2010RWSWOP42527;8808909;MA.BD;MT;OM=WOP_008;OW;	02-07-2010 12:14:00;;BEDKG;MACAG;Enteromorpha;;;;	0.100;%;	0.100;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0577;EPSG:28992;WKT;POINT(75833 390682);;	02-07-2010 12:25;2010RWSWOP42528;8808919;MA.BD;MT;OM=WOP_008;OW;	02-07-2010 12:25:00;;BEDKG;MACAG;Enteromorpha;;;;	0.100;%;	0.100;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0583;EPSG:28992;WKT;POINT(75500 390702);;	02-07-2010 11:30;2010RWSWOP42529;8808928;MA.BD;MT;OM=WOP_008;OW;	02-07-2010 11:30:00;;BEDKG;MACAG;Enteromorpha;;;;	1.000;%;	1.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0584;EPSG:28992;WKT;POINT(75301 390702);;	02-07-2010 11:08;2010RWSWOP42530;8808939;MA.BD;MT;OM=WOP_008;OW;	02-07-2010 11:08:00;;BEDKG;MACAG;Enteromorpha;;;;	1.000;%;	1.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0585;EPSG:28992;WKT;POINT(75220 390614);;	02-07-2010 10:59;2010RWSWOP42531;8808949;MA.BD;MT;OM=WOP_008;OW;	02-07-2010 10:59:00;;BEDKG;MACAG;Enteromorpha;;;;	2.000;%;	2.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0586;EPSG:28992;WKT;POINT(75074 390529);;	02-07-2010 10:00;2010RWSWOP42532;8808961;MA.BD;MT;OM=WOP_008;OW;	02-07-2010 10:00:00;;BEDKG;MACAG;Enteromorpha;;;;	1.000;%;	1.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0587;EPSG:28992;WKT;POINT(74919 390425);;	02-07-2010 09:43;2010RWSWOP42533;8808971;MA.BD;MT;OM=WOP_008;OW;	02-07-2010 09:43:00;;BEDKG;MACAG;Enteromorpha;;;;	1.000;%;	1.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0659;EPSG:28992;WKT;POINT(75165 390402);;	02-07-2010 10:13;2010RWSWOP42534;8808981;MA.BD;MT;OM=WOP_008;OW;	02-07-2010 10:13:00;;BEDKG;MACAG;Enteromorpha;;;;	20.000;%;	20.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0660;EPSG:28992;WKT;POINT(75390 390470);;	02-07-2010 10:32;2010RWSWOP42535;8808992;MA.BD;MT;OM=WOP_008;OW;	02-07-2010 10:32:00;;BEDKG;MACAG;Enteromorpha;;;;	30.000;%;	30.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0661;EPSG:28992;WKT;POINT(75307 390604);;	02-07-2010 10:43;2010RWSWOP42536;8809002;MA.BD;MT;OM=WOP_008;OW;	02-07-2010 10:43:00;;BEDKG;MACAG;Enteromorpha;;;;	10.000;%;	10.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0662;EPSG:28992;WKT;POINT(75498 390602);;	02-07-2010 11:39;2010RWSWOP42537;8809014;MA.BD;MT;OM=WOP_008;OW;	02-07-2010 11:39:00;;BEDKG;MACAG;Enteromorpha;;;;	30.000;%;	30.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0663;EPSG:28992;WKT;POINT(75577 390511);;	02-07-2010 11:53;2010RWSWOP42538;8809024;MA.BD;MT;OM=WOP_008;OW;	02-07-2010 11:53:00;;BEDKG;MACAG;Enteromorpha;;;;	30.000;%;	30.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0664;EPSG:28992;WKT;POINT(75727 390592);;	02-07-2010 12:02;2010RWSWOP42539;8809035;MA.BD;MT;OM=WOP_008;OW;	02-07-2010 12:02:00;;BEDKG;MACAG;Enteromorpha;;;;	30.000;%;	30.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0639;EPSG:28992;WKT;POINT(73770 391993);;	08-07-2010 11:13;2010RWSWOP42870;8812309;MA.BD;MT;OM=WOP_008;OW;	08-07-2010 11:13:00;;BEDKG;MACAG;Enteromorpha;;;;	1.000;%;	1.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	HLLDP_0026;EPSG:28992;WKT;POINT(92673 414013);;	12-07-2010 11:53;2010RWSWOP42871;8812317;MA.BD;MT;OM=WOP_008;OW;	12-07-2010 11:53:00;;BEDKG;MACAG;Enteromorpha;;;;	1.000;%;	1.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	HLLDP_0026;EPSG:28992;WKT;POINT(92673 414013);;	12-07-2010 11:53;2010RWSWOP42871;8812317;MA.BD;MT;OM=WOP_008;OW;	12-07-2010 11:53:00;;BEDKG;MACAG;Hydrodictyon reticulatum;;;;	10.000;%;	10.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0512;EPSG:28992;WKT;POINT(74263 389608);;	29-06-2011 13:56;2011RWSWOP44732;8832219;MA.BD;MT;OM=WOP_009;OW;	29-06-2011 13:56:00;;BEDKG;MACAG;Enteromorpha;;;;	0.100;%;	0.100;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0513;EPSG:28992;WKT;POINT(74295 389433);;	29-06-2011 13:40;2011RWSWOP44733;8832231;MA.BD;MT;OM=WOP_009;OW;	29-06-2011 13:40:00;;BEDKG;MACAG;Enteromorpha;;;;	0.100;%;	0.100;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0514;EPSG:28992;WKT;POINT(74344 389160);;	29-06-2011 13:26;2011RWSWOP44734;8832243;MA.BD;MT;OM=WOP_009;OW;	29-06-2011 13:26:00;;BEDKG;MACAG;Enteromorpha;;;;	0.100;%;	0.100;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0515;EPSG:28992;WKT;POINT(74328 388961);;	29-06-2011 13:12;2011RWSWOP44735;8832256;MA.BD;MT;OM=WOP_009;OW;	29-06-2011 13:12:00;;BEDKG;MACAG;Enteromorpha;;;;	0.100;%;	0.100;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0517;EPSG:28992;WKT;POINT(74430 388376);;	29-06-2011 11:50;2011RWSWOP44737;8832279;MA.BD;MT;OM=WOP_009;OW;	29-06-2011 11:50:00;;BEDKG;MACAG;Enteromorpha;;;;	0.100;%;	0.100;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0518;EPSG:28992;WKT;POINT(74540 387444);;	29-06-2011 11:49;2011RWSWOP44738;8832293;MA.BD;MT;OM=WOP_009;OW;	29-06-2011 11:49:00;;BEDKG;MACAG;Enteromorpha;;;;	0.100;%;	0.100;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0519;EPSG:28992;WKT;POINT(74573 387079);;	29-06-2011 11:13;2011RWSWOP44739;8832305;MA.BD;MT;OM=WOP_009;OW;	29-06-2011 11:13:00;;BEDKG;MACAG;Enteromorpha;;;;	0.100;%;	0.100;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0520;EPSG:28992;WKT;POINT(74590 386841);;	29-06-2011 10:55;2011RWSWOP44740;8832317;MA.BD;MT;OM=WOP_009;OW;	29-06-2011 10:55:00;;BEDKG;MACAG;Enteromorpha;;;;	0.100;%;	0.100;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0521;EPSG:28992;WKT;POINT(74615 386520);;	29-06-2011 10:47;2011RWSWOP44741;8832328;MA.BD;MT;OM=WOP_009;OW;	29-06-2011 10:47:00;;BEDKG;MACAG;Enteromorpha;;;;	0.100;%;	0.100;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0523;EPSG:28992;WKT;POINT(74584 386270);;	29-06-2011 10:29;2011RWSWOP44742;8832338;MA.BD;MT;OM=WOP_009;OW;	29-06-2011 10:29:00;;BEDKG;MACAG;Enteromorpha;;;;	5.000;%;	5.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0586;EPSG:28992;WKT;POINT(75079 390525);;	29-06-2011 16:13;2011RWSWOP44743;8832350;MA.BD;MT;OM=WOP_009;OW;	29-06-2011 16:13:00;;BEDKG;MACAG;Enteromorpha;;;;	2.000;%;	2.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0587;EPSG:28992;WKT;POINT(74929 390427);;	29-06-2011 15:41;2011RWSWOP44744;8832364;MA.BD;MT;OM=WOP_009;OW;	29-06-2011 15:41:00;;BEDKG;MACAG;Enteromorpha;;;;	1.000;%;	1.000;;%;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0588;EPSG:28992;WKT;POINT(74293 390255);;	29-06-2011 15:05;2011RWSWOP44745;8832378;MA.BD;MT;OM=WOP_009;OW;	29-06-2011 15:05:00;;BEDKG;MACAG;Enteromorpha;;;;	0.100;%;	0.100;;%;65
